lead,co_lead,organisation,title,year,abstract,keywords,type,status,id,Org-Swiss Tropical and Public Health Institute,Org-Faculty of Science,Org-Faculty of Medicine,Org-Faculty of Psychology,Org-Faculty of Business and Economics,Org-Institute for Biomedical Ethics,Org-Faculty of Humanties and Social Sciences,Org-Friedrich Miescher Institute for Biomedical Research,Org-Faculty of Law,Org-Center for Philantropy Studies,Org-Institute of Molecular and Clinical Ophthalmology Basel,Org-Institute for European Global Studies,Org-Faculty of Theology,Org-Institute for Educational Sciences,Org-Swisspeace,Org-Basel Institute on Governance,doc_id,SDG-01-Aurora,SDG-02-Aurora,SDG-03-Aurora,SDG-04-Aurora,SDG-05-Aurora,SDG-06-Aurora,SDG-07-Aurora,SDG-08-Aurora,SDG-09-Aurora,SDG-10-Aurora,SDG-11-Aurora,SDG-12-Aurora,SDG-13-Aurora,SDG-14-Aurora,SDG-15-Aurora,SDG-16-Aurora,SDG-17-Aurora,SDG-01-Elsevier,SDG-02-Elsevier,SDG-03-Elsevier,SDG-04-Elsevier,SDG-05-Elsevier,SDG-06-Elsevier,SDG-07-Elsevier,SDG-08-Elsevier,SDG-09-Elsevier,SDG-10-Elsevier,SDG-11-Elsevier,SDG-12-Elsevier,SDG-13-Elsevier,SDG-14-Elsevier,SDG-15-Elsevier,SDG-16-Elsevier
"Wallraff, Martin",NA,Ehemalige Organisationseinheiten Theologie / Kirchen- und Theologiegeschichte (Wallraff),Paratexts of the Bible. Analysis and Edition of the Greek Textual,2014,"This project takes a new look at an old text. The Bible is a fundamental book for the history of religious beliefs, cultural history, art history as well as many other fields. For centuries it has been read and copied multiple times. Thousands of medieval manuscripts survive. The process of transmission is considered here from a totally new perspective. While biblical manuscripts have so far been largely analysed as witnesses to an original text (""Urtext""), this project approaches each manuscript as a single witness to an act of reading and re-interpreting the text. In recent literary theory, attention has been drawn to ""paratexts"", i.e. all material accompanying a main text. Virtually all biblical manuscripts have some of these features. Examples include brief introductions, biographies, tables of contents, poems, cross-references, prayers, and indexes. However, these paratexts have been neglected by scholars for two reasons: firstly because biblical studies traditionally concentrate on the ""inspired text"" itself; secondly because of the sheer amount of available material, which far exceeds the capacities of a single scholar. Moreover, being very short, these paratexts have often remained below the detection threshold, and since we are dealing with a rich and ""liquid"" transmission, many of them also present a methodological challenge.The project will therefore adopt a new approach. Firstly, it will catalogue all available material in an e Clavis, taking into account recent developments in the fields of structural codicology and digital technology. Secondly, it will develop a set of categories according to which each paratext of the New Testament will be edited according to internal criteria. This will be done with a view to the intrinsic value of each manuscript witness. The final result will be a comprehensive and totally new picture of the Biblical text's ""journey"" through the centuries. This synthesis will be published as a monograph.",NA,external_funding,Completed,2643204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tan, Kelly",NA,Departement Biozentrum / Physiopathology of basal ganglia neuronal subcircuits (Tan),Rewiring of inhibitory circuitries in Parkinson's disease,2014,"The BG (BG) are a complex network of several central nervous system nuclei, which orchestrate voluntary movements. Among these nuclei, the substantia nigra pars reticulata (SNr) is a GABAergic nucleus of particular interest, as it is the output nucleus of this network. The SNr integrates information received from striatal GABAergic neurons and from excitatory neurons of sub-thalamic nucleus. The SNr then projects to motor subdivisions of the thalamus, the superior colliculus and the pedonculopontine nucleus. Pioneering anatomical studies in rodents and non-human primates have suggested that the SNr is composed of cells with heterogeneous morphology. Heterogeneity of GABAergic neurons has been characterized in the cortex and in the hippocampus. Similar characterization of GABAergic diversity in the SNr will certainly improve our understanding of the BG function. The striatum, the input nucleus of the BG, expresses mainly two types of cells the medium spiny neurons containing dopamine (DA) receptor type 1 (D1R-MSNs) and the DA receptor type 2 (D2R-MSNs). A fine balance between activation of the two MSN pathways allows motor coordination and this balance relies on DA that is released from SNc DA neurons. In Parkinson's disease (PD), a lack of DA in the BG modifies this equilibrium and strongly impairs motor control. This disequilibrium produces the typical motor symptoms of the disease, specifically difficulty in initiating movements, resting tremor, stiffness, slowing of movement and postural instability. The cause of PD remains elusive, but numerous studies have focused on different aspects of the disease such as the genetic factors, the neurodegeneration of SNc DA neurons itself, or the appearance of protein aggregates called Lewy bodies. However, the effect of DA depletion on synaptic connectivity in the BG, and the implications of this altered connectivity on BG function have not been investigated. Such network rewiring in PD has only been studied in the striatum and was shown to lead to disequilibrium between the two pathways. It is therefore likely that DA depletion causes rewiring also in the SNr, which would have important implications for BG function. The goal of this research project is to dissect the microcircuitry of the BG circuitry focusing onto the SNr. Preliminary experiments presented in this project proposal show that the SNr is a heterogeneous GABAergic nucleus and identify the majority of cell types. This inevitably raises the issue that our understanding of the function of the SNr and the BG is over-simplified. Based on this new evidence, we hypothesize that each subpopulation of SNr neurons is differentially involved in a specific circuit to produce a given motor behavior and that the modifications of the specific SNr neuronal circuits leads to the pathological motor symptoms characterizing PD. Hence we focus on: (1)        Dissect the SNr circuitry. a- Investigate the heterogeneity of SNr neurons b- Reveal local SNr circuitry c- Characterize the input/output connectivity of SNr subtype neurons d- Examine the synaptic plasticity rules of the SNr circuitry (2)        Investigate the DA neuromodulation of each SNr subcircuit. (3)        Assess the role of SNr subtype neurons/subcircuits in driving specific motor behaviors. (4)        Characterize SNr circuitry rewiring in mouse models mimicking PD's motor symptoms. The main strategy will rely on the use of cell-specific transgenic mouse lines combined to viral-mediated gene delivery. This will allow the identification and optogenetic manipulation of one SNr subpopulation neuron at a time. In vitro and in vivo electrophysiology will be performed to assess the functional connectivity between SNr neurons and also with their inputs and outputs. DA pharmacological agents will be applied in vitro and in vivo to study DA neuromodulation of the SNr neurons and circuits. Confocal imaging and electron microscopy will represent valuable tools to further confirm neuronal identity and connectivity in baseline conditions and following DA depletion. Finally, motor-based behavioral tests will be combined with optogenetic stimulation of specific SNr neuronal subpopulations to assess their specific role in a precise motor task. This study of the SNr circuitry will offer insights into the still poorly understood physiological mechanisms linking cell-type specificity and synaptic function to BG network activity and behavior. In addition, the study of modifications or rewiring within this system in a model of PD will provide detailed knowledge of the cellular basis of motor disorders, which may lead to novel therapeutic strategies.",optogenetic; Substantia nigra pars reticulata; inhibitory systems; neuronal specificity; Parkinson's disease; pharmacology; basal ganglia; neuromodulation; synaptic transmission,external_funding,Completed,3746910,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mondada, Lorenza",NA,Departement Sprach- und Literaturwissenschaften / Französische und Allgemeine Linguistik (Mondada),Finland Distinguished Professor Programme,2015,"The project Multimodality: Reconsidering language and action through embodiment is funded by the Academy of Finland (FiDiPro/ Finnish Distinguished Professorship program). The FiDiPro program is a very competitive grant, open worldwide to all senior academic outside Finland and within all disciplines. The project will be based at the Centre of Excellence on Intersubjectivity in Interaction at the University of Helsinki. Human communication in face-to-face interaction involves unavoidably both language and the body - be it interaction between family members, colleagues at work, or people in services and health care. Despite this, communication and action have been largely studied by favoring spoken language only. Consequently, the orchestration between language, gesture, gaze, head movements and body postures is still largely ignored. This has also led to a theoretical emphasis that ignores the connection of language to other semiotic resources for communication and underestimates that most of its features are actually strongly associated with and even shaped by situated embodied practice. This project aims at proposing an integrated and holistic view of the multimodality of social interaction, considering the full range of multimodal resources. This broader vision will be developed at theoretical, analytical and methodological levels. Moreover, on the basis of rich corpora of video recordings of authentic interactions in Finnish, French, English and German, an empirical exemplary study of specific social actions will be conducted, in order to foster cross-linguistic comparison. Systematic analyses of general patterns, as well as cross-linguistic and cross-setting comparisons form a novel contribution of the project in the field of multimodal conversation analysis.",NA,external_funding,Completed,3006766,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cattin, Philippe Claude; Zeilhofer, Hans-Florian",NA,Departement Biomedical Engineering / Center for medical Image Analysis & Navigation (Cattin); Bereich Operative Fächer (Klinik) / Kiefer- und Gesichtschirurgie (Zeilhofer),MIRACLE - Minimally Invasive Robot-Assisted Computer-guided LaserosteotomE,2015,"The project Minimally Invasive Robot-Assisted Computer-guided LaserosteotomE or in short, MIRACLE, is devoted to the development of an integrated miniaturized system able to perform minimally invasive osteotomies that are less stressful for the patients. The technologies required to master these goals are in the field of laser physics, medical robotics, virtual planning and intraoperative navigation. The project is under the leadership of Professor Hans-Florian Zeilhofer and Professor Philippe Cattin from the Biomedical Engineering Department of the Medical Faculty of the University of Basel. It consists of several sub-projects that focus on  laser and robotic technology, the navigation of the robot-guided laser system during surgery, as well as on the development of custom-made implants which have additional functional capabilities. The Werner Siemens-Foundation of Zug supports this project with a grant of 15.2 million Swiss francs over a period of five years.",NA,external_funding,Completed,2979942,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tan, Kelly",NA,Departement Biozentrum / Physiopathology of basal ganglia neuronal subcircuits (Tan),Remodeling of cognitive circuits in Parkinson's disease,2015,"Parkinson's disease (PD) is a neurodegenerative disease characterized by motor symptoms; however, these patients also suffer from cognitive decline and in some cases dementia. Attention, working memory, executive function and information processing are the main affected cognitive domains in PD. These changes may be present as early as the time of diagnosis, and strongly affect the patients' quality of life. An imbalance between acetylcholine (ACh) and dopamine (DA) in the striatum has been shown to mediate some cognitive deficits. And in line with these observations, anticholinergic drugs have proved effective. A brain area of relevance in PD is the substantia nigra pars reticulata (SNr). Our preliminary work provides evidence for its heterogeneity, which dictates a specific ACh receptor expression pattern. In addition, ACh is released locally and by brainstem cholinergic afferences. Based on this new finding, we hypothesize that ACh finely coordinates the activity of the SNr circuitry through the modulation of specific subpopulations of SNr cells. In addition we propose that DA depletion induces a remodeling of SNr circuitry such that ACh modulation is altered, leading to the pathological cognitive symptoms observed in PD. We will use multiple techniques such as confocal imaging to visualize cholinergic receptor expression by SNr cell subtypes, in vitro and in vivo electrophysiology to characterize these cells and their modulation by ACh. Finally a set of behavioral tasks will be performed to measure the impact of such modulation on cognitive processes. Both pharmacological and optogenetic tools will supplement these techniques to selectively manipulate one circuital component at a time. These four aims will be pursued: 1- Identify the cholinergic modulation of SNr neuron subtypes. 2- Dissect the underlying sub-circuits. 3- Assess the role of ACh in cognitive behaviors. 4- Identify the morphological, functional and behavioral alterations of the cognitive loops in a mouse model mimicking PD's symptoms (DA depletion through DA toxin infusion). The ultimate goal is to develop strategies compensating for circuit dysfunction caused by DA-ACh deficits and would thereby alleviate the PD cognitive symptoms.","Parkinson's disease, cholinergic modulation, substantia nigra pars reticulata, cognitive actions, inhibitory circuitry",external_funding,Completed,2832313,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Basler, Marek",NA,Departement Biozentrum / Infection Biology (Basler),Dynamics of the bacterial Type VI secretion system assembly and substrate delivery,2015,"Bacteria evolved several secretion systems that transport molecules across biological membranes by various mechanisms. The Type VI secretion system (T6SS) is a functional homolog of a contractile phage tail. T6SS is a highly dynamic macromolecular structure with a unique mode of action. It uses mechanical force generated by the contraction of its long tail to thrust substrates into bacterial and eukaryotic cells. Using live cell fluorescence microscopy, we showed that differences in T6SS dynamics between bacteria explain differences in their function. The goal of this proposal is to further advance T6SS imaging and to provide an in-depth understanding of the basic principles of T6SS assembly and substrate delivery in various model organisms. We will primarily focus on solving the following biological questions: How is T6SS assembly initiated, regulated and localized? What are the sequential steps of T6SS assembly? How are T6SS substrates recognized and delivered? This project will open new avenues of research of the fundamental mechanisms of self-assembly and will provide unprecedented level of understanding of one of the most fascinating bacterial nano-machines.",NA,external_funding,Completed,2996493,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tediosi, Fabrizio","Wyss, Kaspar; Masanja, Honorati",Swiss Tropical and Public Health Institute (Swiss TPH),Health systems governance for an inclusive and sustainable social health protection in Ghana and Tanzania,2015,"Social health protection through Universal Health Coverage is the aspiration that all people will obtain the quality health services they need while not suffering financially as a result of seeking health care. In Ghana and Tanzania the major challenges are to understand how to increase and sustain coverage, expand the benefits package for people in the informal sector, and ensure effective coverage with services and financial risk protection to the poorest segments of the population. In addition to the need for more funding, it is important for both countries to develop effective approaches to define eligibility criteria and better identify and target the excluded poor, and to ensure that the rights of citizens who are less likely to be covered are properly addressed. This requires health system governance conducive and responsive to all population groups. Governance in health systems design is rarely studied and little is known about how civil society can improve governance and coverage of social health protection. The project intends to address two related challenges: how can the excluded population be better identified and reached to include them in financing protection mechanisms; how can accountability mechanisms and civil society improve health system governance to support the implementation of inclusive and sustainable social health protection systems. The project will use mixed methods approaches combining collection and analysis of both quantitative, experimental, and qualitative data as well as participatory approaches. It will be composed of two main parts. Part 1 will address the questions of who is excluded from social health protection, why, and the cost and health system implications of including them. It will first investigate the characteristics of the population that is not benefiting from social health protection in Ghana and Tanzania, and the main determinants of exclusion. Secondly, it will assess the health benefits of inclusion in social health protection and which health system factors are crucial. Thirdly, it will identify and validate predictors of inclusion/exclusion that could be used to monitor the performance of social health protection systems. Fourthly, it will investigate in depth the reasons why certain population groups are excluded from social health protection and what could be done to include and engage them. Lastly, it will develop a model to predict the impact of extending social health protection under different scenarios for the health systems in terms of both financial resources and service delivery changes required. Part 2 will focus on evaluating approaches to improve targeting of the poor and governance (with a focus on voice, transparency and accountability) for promoting a more inclusive social health protection. It will first identify the recent experiences and approaches to extend social health protection in Ghana and Tanzania, analyzing them using a health system governance framework. This analysis is expected to reveal opportunities or problems with regard to governance, in particular involving the civil society, in enhancing design and implementation of social health protection. Secondly, it will develop mechanisms to better identify the excluded population groups - expected to be mainly the most poor -and to improve the governance of the health systems. Then the effectiveness and the implementation feasibility of the mechanisms will be tested.",NA,external_funding,Active,3230914,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Willitsch, Stefan",NA,Departement Chemie / Chemische Physik (Willitsch),Conformationally Controlled Chemistry,2015,"The relationship between structure and reactivity is one of the central tenets of chemistry. In particular, many molecules exhibit structural isomers that interconvert over low barriers through rotations about covalent bonds (conformers). Conformers are the dominant isomers of complex molecules, and the conformation of a molecule can have pronounced effects on its chemical reactivity. Despite the eminent importance of conformational isomers in chemistry, very few studies have been reported thus far charac- terising conformational effects in chemical reactions under single-collision conditions. Consequently, the role of molecular conformations in fundamental reactions is only poorly understood. This striking lack of data reflects the experimental challenges to isolate und control specific conformers.  In a recent proof-of-principle study [Science 342 (2013), 98], we have spatially separated specific con- formers in a molecular beam through electrostatic deflection and directed them at a spatially localized reaction target of cold ions in a trap. This approach allowed us to study conformation-specific effects in ion-molecule reactions under precisely controlled experimental conditions in the gas phase. Here, we pro- pose a wide-ranging research programme aiming at extending our method to neutral reactions and applying it to a range of chemically relevant problems in order to explore the relationship between structure and reactivity in unprecedented detail. These methodological advances will enable for the first time detailed and systematic studies of the reaction mechanisms and dynamics of isolated conformers. The fundamental mechanistic insights gained will benefit a wide range of fields as diverse as fundamental reaction dynamics, organic synthesis, catalysis, atmospheric chemistry and rational molecule design.",NA,external_funding,Completed,2988570,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Handschin, Lukas",NA,"Departement Rechtswissenschaften / Ordinariat Privatrecht, insb. Gesellschafts- und Rechnungslegungsrecht (Handschin)",Influence of the International Financial Reporting Standards (IFRS) on Swiss Accounting and Company Law,2015,"The research project covers the question on how the International Financial Reporting Standards (IFRS) influence the Swiss legal system. The question arises in conjunction with the interpretation of Swiss accounting rules. Can specific IFRS-rules be generally accepted accounting principles in Swiss law? The research project examines how a norm of international self-regulation can influence Swiss law. Further, it examines whether the differences between the IFRS-rules and the rules of the Swiss Code of Obligation must lead to different representations or whether the optional rules in both the IFRS und the Swiss Code of Obligations allow for a ""dual standard - reporting"". This ""dual standard - reporting"" would simplify the accounting, in particular the consolidation procedure. Further the project addresses the question whether an internal financial reporting system which follows IFRS-rules is compliant with the financial reporting obligations of the board of directors. An internal financial reporting system which follows the accounting rules of the Code of Obligations is admittedly not compliant. If an IFRS reporting system is compliant with the financial reporting obligations of the board of directors this would allow to use the statutory financial reporting as a management tool. The results of this research project will be documented in three dissertations. Further it will be included in the book ""Corporate Accounting Law"" and in specific essays. The research-partners are Prof. Ulf Schiller, University of Basel, Professor for Accounting and Prof. Reto Eberle, University of Zurich, Professor for Auditing, further the Swiss Institute of Certified Accountants, the Institute for Financial Services, Zug, Prof. Joachim Hennrichs, University of Cologne, Prof. Ulrich Torggler, University of Vienna, and Prof. Eva Micheler, London School of Economics.","company law, international self-regulaton, corporate governance, financial compliance, IFRS, accounting",external_funding,Completed,2434696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Voss, Till",NA,Swiss Tropical and Public Health Institute (Swiss TPH) / Gene Regulation (Voss),Understanding Sexual Commitment and Early Differentiation of Malaria Transmission Stages,2015,"Malaria is a devastating infectious disease elicited by protozoan parasites of the genus Plasmodium. In 2012, malaria caused over 200 million clinical cases and close to 700'000 deaths, mostly among young children in sub-Saharan Africa. Human-to-human transmission of malaria parasites via Anopheles mosquitoes represents the biggest obstacle for efficient malaria control. Infection of the insect vector requires the obligate ingestion of mature sexual precursor forms called gametocytes via the blood meal. Gametocytes are constantly produced during human blood infection where asexually replicating parasites undergo unlimited vegetative growth. During each round of proliferation a small subset of parasites undergo an irreversible switch from vegetative growth to cell cycle exit and sexual differentiation. This provides a continuous source of mature gametocytes, which are the only forms capable of infecting the mosquito vector and are therefore essential for malaria transmission. The regulatory basis of this cell fate decision process has long remained one of the largest mysteries in the biology of malaria parasites. Recent seminal work now uncovered AP2-G, a key transcription factor essential for gametocyte commitment. The switch from asexual proliferation to gametocyte differentiation is controlled through an epigenetic mechanism that regulates the expression of AP2-G. In asexual parasites, the ap2-g locus is silenced by heterochromatin protein 1 (HP1), an evolutionary conserved regulator of heritable gene silencing. Conditional depletion of HP1 is sufficient to activate AP2-G expression and to cause an irreversible switch to sexual differentiation. The main goal of this research proposal is to elucidate the molecular basis of the sexual conversion switch in P. falciparum, which causes the most virulent form of malaria in humans. I will realise this by pursuing three major objectives designed to identify the mechanisms responsible for heritable silencing and activation of the cell fate decision factor PfAP2-G and to investigate the role of PfAP2-G in early differentiation of malaria transmission stages. I propose a multi-faceted approach combining innovative reverse genetics methods with high throughput sequencing and proteomics technology and automated fluorescence imaging. This will identify regulatory factors and processes involved in the mechanism establishing silenced chromatin at the pfap2-g locus and in the upstream molecular pathway triggering activation of PfAP2-G expression. Furthermore, I will elucidate the direct consequences of PfAP2-G activation on the transcriptional and chromatin landscape in early gametocytes. The anticipated results will deliver unprecedented insight into this crucial and unique cell fate decision processes and will uncover new possibilities for the discovery and development of transmission-blocking drugs. Importantly, since pfap2-g is conserved in all Plasmodium species the acquired knowledge will most likely also be valid for other species infecting humans including P. vivax.",NA,external_funding,Completed,2985208,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
